ID,A,B,C,D,E,F,G,H,I,J,Target
4255,73.91010288902167,46.06813608976603,9,3.640881607564745,2,525.0118098401982,4,1,31.841469363581247,1,1
4256,69.96928462168295,41.51234339182778,5,4.95831651316027,9,507.1077454273465,2,1,59.29755782954349,1,1
4257,29.716282092932026,31.971503714674657,8,9.17203809217248,3,551.0015229848187,6,4,85.60971799934697,4,0
4258,15.966204663875216,21.888324980079336,8,4.726061754684727,2,574.2751942845977,4,5,86.6789817122389,5,1
4259,17.21520730970801,38.86412624086071,5,6.186376432981696,0,546.0224100216673,5,1,55.56816396904392,1,1
4260,1.9402347727964597,30.59745392995115,7,1.0485207940374428,0,541.7511841738401,0,5,75.36759946656824,5,1
4261,42.88281518846674,36.77588336296367,4,2.7058443598422426,1,534.8038367087946,0,0,75.2161254805385,0,0
4262,12.000859329917139,42.856074600722266,7,2.0530847631064555,4,565.7703078964526,6,2,50.34699592090119,2,0
4263,53.856305801285366,31.208819080444613,11,3.2220019600040546,9,556.7569883794687,2,4,36.32228833457059,4,1
4264,75.93098122607327,21.570717608359857,0,5.993936613816258,5,564.9010752774275,2,1,76.89058758625566,1,0
4265,94.42659929371919,22.310434659354765,8,4.555866552372827,5,517.1224223398548,5,4,61.970295699919575,4,0
4266,43.62964472259817,28.98698588521134,11,3.527447762545165,8,578.5972106200372,4,4,84.00898285585615,4,1
4267,50.77954828207856,23.788315874622143,13,6.5343878509702815,5,597.6176916943837,4,3,74.71861351920904,3,0
4268,57.476481925272886,32.306891751636385,7,3.0547391806457402,0,526.2631823574939,6,4,54.722366493661085,4,0
4269,33.13845027684279,43.97803103286263,12,5.075556500193819,9,519.9484166333339,3,5,73.74210727578185,5,1
4270,80.27952860390768,26.324037360661492,12,3.413034701454233,9,594.4413276037674,4,5,88.46227707570857,5,1
4271,47.1639974683241,42.2683258314201,13,9.193366568859524,3,501.78984624003226,2,4,37.6836883869671,4,0
4272,18.101905940553735,42.338724253653915,12,7.9552600200133154,2,552.3938660025831,1,3,67.45441629229958,3,1
4273,28.841747922176204,47.16252295439635,13,2.6868980269940064,5,536.9804525518255,4,1,60.66505327482605,1,1
4274,75.78750933848488,28.98292463411567,2,4.686202976466467,6,508.8644543717504,0,3,75.73315456985524,3,1
4275,81.44372841402115,27.715009145655817,6,4.968310671844684,8,597.437408474953,6,1,62.16652713337775,1,0
4276,11.750464777545623,44.200425648367215,12,7.852753485511583,2,531.241106996192,5,4,64.01678069645266,4,0
4277,36.50456770312711,31.337773966132787,7,4.014469831000303,4,507.16208406060304,0,4,38.28764591533379,4,1
4278,11.878157976342603,30.213136161592537,13,2.568630385862155,4,590.189524562523,1,2,55.241124828281485,2,0
4279,98.23841625567441,23.7376529296799,12,3.640327721330734,4,585.640066996952,0,5,62.23233629375941,5,0
4280,39.24948307821802,35.28841525004178,3,6.697348480557596,5,542.8339250490795,4,5,78.37108559195202,5,0
4281,70.5555058828809,34.773061968183214,10,1.2850892102255473,1,514.6903751115144,3,5,45.14877309268728,5,1
4282,68.6500606446119,29.837082791921006,9,5.28439829913306,8,543.8981329732082,4,3,39.571134195418544,3,0
4283,57.25443118171833,22.87163130244282,0,7.2375897012601955,7,558.8912993629054,4,3,49.20246460531247,3,0
4284,23.629241443717376,27.854073093929415,8,1.4283460818782254,1,503.9318554260741,0,1,41.50100972995004,1,0
4285,63.31608679891006,37.888495959698915,0,5.650841062899599,6,560.5194026719898,4,2,69.27693751198646,2,0
4286,2.620135936122636,21.802783581784205,9,1.6927336730001519,6,580.5052530983742,3,0,56.03915050015571,0,0
4287,18.38406890869063,21.661724113627354,1,4.137232585711121,9,570.6176526869375,3,5,86.05255178829606,5,0
4288,68.84038256604639,39.96300852638858,6,2.1262663509456825,8,580.0414967043143,2,3,83.82921969478659,3,1
4289,84.48225483439221,48.4523726818942,12,8.26726086315481,6,516.9171972359912,0,2,48.1151375423279,2,1
4290,44.1099703555542,38.63018410764334,7,8.588864704512552,8,584.5680683062918,4,5,53.286025981871475,5,0
4291,57.52873516556863,27.572728519836744,9,6.527909616599173,0,542.9910346768013,5,0,31.565719909585045,0,0
4292,77.35403350498534,38.35293496746597,13,3.3604443534838606,1,593.602459668346,3,4,47.9192188578844,4,0
4293,74.9718342867202,28.802079747705847,4,9.446961506047934,6,595.3025025096351,1,1,53.78189415164987,1,1
4294,89.97824747562618,24.066166498293637,8,8.912803125863118,2,524.3242578605829,0,3,57.47191271702926,3,0
4295,88.96965338214338,46.54370124339828,3,3.7486859215741695,5,599.4567175789912,0,4,75.07024250194303,4,0
4296,69.88806803949485,25.493972811628645,0,1.9448510895531865,9,567.3137342724203,4,3,51.70082958411394,3,1
4297,78.21256128600923,26.217348509435077,10,6.978314651987848,5,540.2478170930455,2,5,31.9151590729429,5,1
4298,58.275398492743584,37.26129354790679,9,1.8250412725490095,5,581.4933253432886,2,1,69.99087416897274,1,0
4299,80.43126678795562,32.152113064936906,8,1.7953068848453673,6,514.1086296741979,1,4,85.23992185682624,4,1
4300,74.85396320256534,32.10722208438671,4,1.0655449601725564,1,504.7847674846457,5,2,87.94672065751548,2,1
4301,82.62820355801225,37.60578974834408,3,4.410046692022207,9,588.2033016557091,0,2,44.65111081599154,2,0
4302,23.734742410858182,49.02112894267344,10,6.742612146426098,8,591.5260295358553,4,4,74.34903250024632,4,1
4303,69.84696948731118,39.40138020112803,3,8.329718482985108,0,561.3642059158233,0,4,70.6632280235192,4,1
4304,69.63642898751023,25.51871949871598,10,3.7057222840032713,0,585.0009205122753,3,4,50.55349288665279,4,1
4305,62.10752996693901,29.18289293620623,3,6.392918891709637,4,539.7565680113719,5,1,87.65399306642101,1,1
4306,91.2830811782055,23.562607109084166,8,8.468478007864253,4,506.9310920426135,6,4,34.002642988024796,4,0
4307,66.27037156548823,38.013062721969504,10,3.4800070127978944,6,512.2503642527237,1,1,37.021902181805686,1,1
4308,37.230496413433606,47.968355392711175,3,7.934766632345214,7,514.7404122840142,4,0,32.464679778126836,0,1
4309,32.36704548853139,32.41031284262019,1,2.4178614547739765,9,538.0616283186494,4,1,84.25536662847642,1,1
4310,2.77685092640952,41.12127434610791,9,6.136538039971787,2,561.714635769167,1,0,83.49779156964212,0,1
4311,36.700118480919954,48.19420232274376,8,2.603324154535072,1,550.0834060743184,1,5,84.7854368227274,5,1
4312,53.23188664260884,29.987324966113032,2,1.0241444024942534,8,543.5881028398393,4,3,89.82851828517374,3,0
4313,61.54947069156081,39.52412481300144,9,7.445387869759306,4,564.6679773548603,5,5,50.70605315938101,5,1
4314,70.44301022170386,49.42219538418473,0,9.777363104877724,5,559.2306880276028,6,2,63.27261337647984,2,0
4315,82.573822272993,47.3172680841866,1,2.846912834418793,7,567.5444067005312,1,5,60.18652324925545,5,0
4316,19.98760517717885,27.302358818609942,0,8.056744229198411,1,543.1218747186647,6,1,82.26743862460869,1,0
4317,69.19844006414603,41.7417812604718,1,6.098075763715737,3,505.46458418466506,0,5,58.48788335811831,5,1
4318,63.42537902971714,40.64772737475154,12,4.29880540636063,1,596.0390176316041,6,0,74.78904021910941,0,1
4319,37.346747364434094,44.970672333148656,7,6.124142566544348,1,542.6855769749284,5,3,38.80806649094323,3,1
4320,78.90007000679852,44.53301364695389,5,3.5396302548454437,7,599.1784629370555,1,3,86.14767041716533,3,1
4321,91.28419632890828,42.95671948687633,8,6.460252982802633,6,580.0359617000066,4,3,34.22055449075664,3,0
4322,83.70457511554297,31.294313773389618,5,5.432310242704022,1,584.3494500289444,4,2,48.89955100622456,2,1
4323,3.7710795743714094,48.09062680836474,12,1.7100355723704834,6,501.81543069369246,4,1,46.76432179940235,1,1
4324,32.63454418852836,39.609980201736846,2,5.277603412119955,3,581.0306182848923,2,3,72.80817280217542,3,0
4325,84.44790397907416,47.86138332976559,0,9.44730819170604,7,552.4227019744875,6,3,41.73899804465678,3,1
4326,99.99143774267243,38.46929075358649,5,4.6683279429095705,1,562.3866272004385,2,5,69.15059220955897,5,1
4327,81.77280005884427,44.716980042489496,4,6.355074223742153,3,507.2904507613358,4,2,81.06744887822646,2,1
4328,6.8201246021434105,33.46919512241199,5,6.350717440075539,5,531.1160168871429,6,4,36.94050605691754,4,0
4329,71.48348774818557,41.59914707273292,7,9.27158880469529,1,571.786272955455,4,4,59.175606410251376,4,0
4330,61.55572253096533,21.622502488646298,7,1.8374596477632599,8,592.5902103968804,0,5,61.29940415090147,5,0
4331,30.555759195471314,22.730587011063953,11,8.724752299700858,1,523.6930143816988,6,4,68.65558149882153,4,1
4332,39.54380596034788,21.78242815813389,6,4.405880452979453,4,556.7503658969028,1,0,85.48707574757373,0,1
4333,90.14115873740401,20.01736235272381,1,2.954756677082842,3,502.74853853268587,3,1,49.93592124876357,1,1
4334,38.55278855271,36.99727443665819,5,5.252753286853156,1,599.4250615848279,1,5,65.69029793100806,5,0
4335,64.0074076587656,40.83354761238526,1,6.313115056858659,9,588.7789435604927,0,5,71.98760275654385,5,0
4336,28.30162501351163,28.757690738794334,5,7.193950009220517,3,518.1030903035538,0,4,33.39313205030267,4,1
4337,92.08280514428957,26.478878686002226,1,4.603663695962551,6,541.7561307862646,4,5,42.9592377964291,5,0
4338,42.13304621181274,31.129027013228235,7,7.995675814972017,1,596.8373139089471,0,5,75.24353707551393,5,1
4339,13.428833701959078,42.48710103470914,2,2.9640487262224577,1,509.92550005161377,5,2,66.732318716565,2,0
4340,76.35028649328332,40.22360048276424,11,2.1980342920155147,0,513.8561678560609,2,3,87.85887169324289,3,1
4341,89.42586382779231,48.03452396929198,8,6.968955782455651,7,589.0411531007882,4,4,89.65310426329938,4,1
4342,59.47927719217326,41.76112904892393,4,5.124019847172379,8,524.0591649151605,0,2,45.127399440975914,2,1
4343,69.5504828934879,44.85040993455674,1,5.3788260450396965,6,527.2720967674717,1,0,66.56336382395025,0,1
4344,4.659120824311072,37.31903082923509,0,3.8438188081143494,0,575.8323632872638,6,4,32.470233328069796,4,0
4345,3.1706563783285686,29.74898624864444,3,7.453119360113158,1,546.346007547084,5,5,43.727832979928024,5,0
4346,35.04507927683505,40.0758544281089,4,1.6718789615303429,4,598.4352397227537,1,4,59.30440429349294,4,1
4347,48.78395851926729,37.71986712668796,3,4.201122934548455,5,573.2090067286085,2,3,51.97868135231189,3,0
4348,5.849367429591902,21.243797881104307,0,8.758774674051768,8,552.8463670324766,6,5,59.85811049565841,5,0
4349,88.44360725391105,39.12286634045077,11,7.9969096431011,9,519.6494129850231,4,5,31.096861650576376,5,1
4350,6.902217123185693,21.52392525105994,5,1.4828891932860184,7,501.5458874493489,2,1,70.0017590663775,1,1
4351,13.269744093354397,47.04595809407135,1,2.6730737603851225,8,509.3878179109522,3,2,73.1454979863066,2,0
4352,67.04233449349903,43.21822128224831,13,7.01474775681462,5,530.7925084170729,5,0,73.13032702000245,0,0
4353,20.35713240532191,38.294459183030256,0,6.61528700557352,9,527.9112116522625,5,0,33.43247794997919,0,1
4354,63.26878784584633,24.614637121005437,2,5.2890571432491935,4,570.1701273366708,0,3,68.2957646339392,3,1
4355,97.6048959090163,34.885916033620155,11,2.370645388873578,7,548.1448968607651,1,0,32.102167321676966,0,1
4356,31.944253902974495,35.51011506547636,9,7.01321455775445,7,528.6260826358905,6,5,73.347636678161,5,0
4357,24.085723015405016,30.750420690732344,9,6.928415395008139,6,535.7907076303447,5,1,80.96609164538782,1,1
4358,6.152377786881348,37.41874491721352,1,1.5796798948394635,5,571.1053329754361,6,1,45.36471674898135,1,0
4359,89.24722604396509,30.59439292699531,8,9.628800949642134,6,536.818227813543,3,1,31.950589718444043,1,0
4360,37.877470838875595,29.873212380014195,13,2.8662324832072765,9,589.4100409875439,2,4,39.375662801453046,4,1
4361,50.847783180712554,27.329957980477705,13,1.4906725680376136,5,569.6540184822189,0,4,75.41954268246687,4,0
4362,13.119996906981457,33.25934174176194,1,7.909225450390023,9,592.6767446849954,0,3,34.122230780471845,3,0
4363,74.8364182668858,26.05047388922753,12,9.610858746259584,3,585.7923334914983,1,1,37.69610214650013,1,0
4364,70.25760479433268,37.95007930005629,0,5.694206174948812,1,533.6723248634357,3,3,70.02301305762725,3,0
4365,32.88042483346137,27.6336609187805,1,7.166688183500981,6,550.4366614422404,3,1,73.42553978167214,1,0
4366,85.5627971876083,24.271495637018305,0,7.612138910056838,1,527.7490525956139,5,4,41.49229570942222,4,1
4367,44.79118924198157,22.125782513050012,5,1.9304779320615273,4,583.529142180387,2,5,68.45417358111604,5,0
4368,8.25127575563552,42.98887331657737,10,4.875307458935419,4,541.0379706226856,2,3,66.23061931809964,3,0
4369,29.339592711730962,37.07461141855783,8,1.3831634080076922,8,524.0014303011498,3,0,59.56006478232726,0,0
4370,97.0410088825072,35.279224053378435,5,5.963136397538338,1,533.0630301180329,0,0,41.86912722539905,0,0
4371,45.10630543461957,20.959112625274113,13,3.403180849596081,7,565.2601159808038,6,3,58.183709548152066,3,1
4372,68.70550961621028,41.136585899237275,2,5.822359518845156,4,537.0131715764823,1,0,65.13779163236451,0,0
4373,95.74232756626058,31.26061811780954,2,6.4452820278136755,4,544.4145351097061,2,1,86.79981547675348,1,0
4374,5.968941698994404,22.43105611097424,1,4.03821328996403,3,502.43406768153096,4,5,42.70459284667566,5,0
4375,72.53437094100215,40.57259497169809,6,6.6170872291228475,3,576.8839415847099,2,0,35.6678835695116,0,0
4376,59.905256802314305,30.774208694418974,7,4.260186164751545,6,512.9346303254681,6,2,31.57266258621818,2,0
4377,93.9170325874745,35.305740591446906,2,9.43130005994432,8,559.5371319389578,1,1,53.495862929472864,1,1
4378,91.2851089383616,22.700912024396708,11,6.348944404547746,9,582.9475769499139,0,0,60.13557288982804,0,1
4379,83.96330021423553,30.660073352513116,1,5.9620672762628475,1,551.8576898872865,4,5,81.35138196517977,5,1
4380,3.482923988809639,43.64672928050061,10,8.698808861291587,7,555.2919344826034,2,0,62.18501073690647,0,0
4381,38.58179322773309,29.341919600575782,5,1.2970104249251764,4,592.951889652142,5,1,57.222139847329544,1,0
4382,82.26744997484171,45.5561922147871,4,6.94308107222541,1,595.9475738220235,4,0,63.94505472742496,0,1
4383,25.46054316353419,44.43271513776631,4,6.756325627702091,1,563.1624594469914,1,5,88.63689316169211,5,1
4384,4.5288660542906785,46.98152274517628,7,8.758242403752723,5,545.9327065195802,3,5,88.8701555916085,5,1
4385,27.595646025273506,28.273215218785495,4,7.563291846680896,8,586.2160044282633,2,5,72.16173163488716,5,0
4386,74.09738992638259,40.15231941913251,0,7.009385260997095,1,573.6305775259689,3,5,36.43885029739324,5,1
4387,25.113521541559027,25.638335228709344,10,2.364576209425061,6,575.37574460702,4,1,60.07473358019278,1,1
4388,39.09018122196578,46.21582481354447,7,6.8021346391599575,4,575.2184848689539,3,5,83.23663926346836,5,0
4389,3.439040301876045,26.70228907079416,7,7.226963723383725,9,509.86366598805995,4,1,44.80055950362346,1,0
4390,66.5622334107448,37.32259245203029,10,2.111772104614258,0,558.3138318296506,3,2,85.2186746071009,2,1
4391,74.59685751060219,46.543286944927566,8,2.2616494976970625,8,544.2007862982226,6,3,82.30801956535862,3,1
4392,34.58454699276614,35.28770363339275,5,6.116172144425082,4,583.0964694698988,1,3,69.41026903126698,3,0
4393,86.03892465663864,28.927082612704826,5,9.147403101510964,8,546.4037360393559,3,4,89.38476446215782,4,0
4394,94.7415581574444,34.39070164260765,5,9.34439521935745,8,557.8651207352681,0,3,76.01013054151855,3,0
4395,15.728329171834151,29.01980612244898,2,5.934951415470661,0,577.1773065495531,4,5,52.24040888020691,5,1
4396,85.61232794109995,23.407961702734948,13,4.358275833627178,0,565.4706361697077,0,1,80.29436632884253,1,0
4397,94.70096748905965,36.31336769756774,1,6.255774992375321,3,560.5580000836817,2,1,43.04941228852177,1,1
4398,15.305118663813698,31.525480057190347,11,2.428993479422349,1,548.8241643057486,4,4,69.71686070911026,4,1
4399,69.65383554229628,35.6302898456858,12,6.346102797230264,9,533.0971629064999,3,4,79.42752576465834,4,0
4400,24.8036975668272,20.752677244016795,3,3.9952237160928217,1,540.5607508422594,0,1,64.1203724684739,1,0
4401,82.49929525907147,29.94365972826857,9,5.23463039143818,0,541.3297796792742,4,1,88.39149727034246,1,1
4402,7.691249634060403,45.155707843323334,3,6.023016127296618,8,594.4569897919343,5,1,62.10394249401818,1,0
4403,1.2503536001278615,37.74918067374085,7,2.052794807475921,4,569.9037162504362,1,4,83.12342581670914,4,0
4404,42.56129046732151,47.90847844231688,6,8.094226296815815,9,543.4389994535973,2,0,80.33767380366842,0,0
4405,84.72579401393452,30.41737330429588,2,8.459703865838016,0,502.4199415726777,1,3,42.8713979313777,3,0
4406,15.758901671919281,40.79178576545151,4,2.045698131210675,6,530.951587307761,4,2,39.29909671018673,2,1
4407,96.30040944464923,34.9842680787944,0,5.338789817678489,3,585.4189269674602,4,5,52.167555553260904,5,1
4408,94.064342567914,28.752739655886923,6,2.102774939556649,8,519.2105161923138,3,0,69.80989496713936,0,1
4409,19.351725539015632,28.582322509697352,9,9.124746518261846,6,504.0635895608169,6,3,69.35900451876506,3,0
4410,92.35952265835542,21.17040520401205,3,6.285514687869732,9,570.0395749810857,4,3,83.542290028223,3,0
4411,76.04543270655205,47.499700741062576,11,5.542995111120677,0,567.0525432727002,4,1,44.66992967332624,1,0
4412,50.32322326312845,20.89848094824414,6,5.1682590120380025,6,538.7389632120556,4,1,67.93901197577523,1,1
4413,18.64398573759572,31.41512533342417,8,1.9982444281052705,0,554.2160255032901,6,2,58.71527986350397,2,0
4414,23.827693225769174,46.27477325684007,5,5.259559008570863,5,572.6151498011295,5,2,30.622670094266525,2,1
4415,18.42418468610325,35.20546355469328,9,6.81102457667131,4,525.1222789366785,2,2,39.02098928146975,2,1
4416,1.506587259432971,35.10399850314537,9,9.57938238004404,9,554.8258013895747,3,3,77.05311919669764,3,1
4417,39.356529234002615,38.10138745123955,13,5.529033060812334,8,561.8649135591471,5,0,38.09116887072652,0,1
4418,58.69083068162761,21.998090561848546,6,9.838449282296397,4,595.3136805565458,1,2,48.13338023059711,2,0
4419,36.927583155294414,36.06926517425724,10,2.066688831428438,5,584.5041628415895,0,2,89.48999683017777,2,0
4420,88.68093311138655,45.72591567160778,13,2.522361637033374,2,509.2003294909042,6,4,83.02755638805458,4,1
4421,27.999595353906447,46.08981215373658,4,6.694855591382598,5,570.8350147069063,0,0,56.05833045978853,0,0
4422,56.12845154704071,34.08314194888668,2,6.696919227656731,1,561.2583381276214,1,3,51.07991729413403,3,0
4423,90.89754875769553,47.832034808529436,10,2.0821567652007897,8,570.3722387192176,2,1,84.09395288521931,1,0
4424,18.808404965381715,23.391634483442704,9,6.742675589844729,9,533.8532167791832,5,0,36.95399700348408,0,0
4425,35.356370760750565,41.95315014925728,13,6.023614077882363,5,507.65477390013405,1,5,41.920898272541514,5,1
4426,46.607065618622684,35.69288921402329,10,6.845211099168474,9,542.8775213163691,5,1,77.8017200359803,1,0
4427,77.61647625305322,31.59493272880035,7,6.981172444451543,2,536.4220396108469,0,2,78.54086096114338,2,0
4428,14.504869328054028,45.7328547430095,12,2.707449827205995,6,578.6773592480125,0,1,34.46442677787617,1,0
4429,86.18092081427642,44.434407176669396,5,1.1866158594012617,3,569.7516326799253,1,5,45.620281857803946,5,1
4430,52.126281273785736,34.60171150925583,13,1.594712622220498,5,590.4421735392615,5,5,53.370774799146,5,1
4431,53.40873488756914,29.372988717250305,10,1.711471373451912,7,549.2826271979181,0,2,34.713802080055444,2,0
4432,84.72770390287121,32.41589922171083,13,1.3792391741146113,6,552.1356996924774,5,0,52.72366783252548,0,1
4433,73.8040330813003,24.666903522290454,11,7.540250238713369,5,511.2647604906717,5,3,30.99362057523838,3,0
4434,27.145484419111625,40.68639744184078,5,7.079704174152012,0,580.2379490956287,5,4,30.701073786717565,4,0
4435,3.9033987468217797,41.63124744884392,11,5.995704324545325,7,568.7366771382522,1,1,89.59656598554517,1,1
4436,88.82535299206069,37.22469563151378,1,4.881034231899495,4,572.5871681548206,2,1,32.38618904639088,1,1
4437,11.696927700255767,38.9554582527804,10,6.081588181195667,1,517.8102791984575,4,4,77.15569746943147,4,0
4438,81.53478634851574,45.9030233055975,0,5.012695030896429,9,525.1309184093103,2,2,38.083003694867955,2,1
4439,55.52877534979494,29.920268698047828,6,3.8308018795312635,1,549.8765540692219,0,2,33.39885150755308,2,1
4440,58.34055265074255,34.68597527007064,8,8.46163665750508,1,564.147166351697,5,4,52.75877147210586,4,1
4441,60.00805546722486,44.63579824836688,8,9.979002008048253,3,540.5804542973065,3,2,64.30192917733869,2,1
4442,51.341039169046695,48.826172192638026,12,9.111303557047577,3,551.1973142100175,5,3,69.78327421962719,3,1
4443,97.99408082236177,35.50489010713089,6,3.9625372575415043,4,509.48627393948004,3,4,75.34072427461822,4,1
4444,35.75860162848174,48.44979835583314,12,7.631673566288591,0,554.7787690408667,6,2,64.73143623034069,2,0
4445,38.90707697137219,30.515537894739317,0,8.060355800937424,6,509.6025595852396,2,5,61.555992813807215,5,1
4446,29.05042251866155,47.406458270308946,9,1.2301064967963247,6,560.3681879165008,3,3,40.17455240838646,3,1
4447,79.22650496868445,29.882587470277123,3,6.7614091875331415,6,511.36447922329035,6,1,34.565456256878576,1,1
4448,87.64643274477854,31.17340628278658,0,1.4909940500099674,4,569.0008980634113,1,4,83.32263835452011,4,1
4449,97.32688270760471,47.71339185332007,5,6.339299367865983,8,565.9389606044256,3,0,62.28024550777221,0,0
4450,77.817700165972,20.652664629454055,13,3.5857852145557176,6,535.7973386295577,6,1,30.443079255050748,1,1
4451,58.666797761017314,45.459028944090946,0,9.811208027754917,0,526.2813469709278,5,2,75.72386226933443,2,0
4452,27.468492993887324,21.940737233810616,10,9.49389157827654,3,588.9264909585463,1,4,65.88425261958176,4,1
4453,47.227534895086166,45.85930951124873,8,7.4762021628119655,8,522.9762346083295,2,2,76.17218034130497,2,0
4454,7.001627834123904,41.94947926135414,9,7.533142574132806,9,514.9830847293862,6,5,71.62938840596433,5,1
4455,7.5745708207839595,33.66587076312348,10,2.7315816691096084,5,520.6109540707039,5,1,68.52931572081636,1,0
4456,87.64738654931777,21.870560053510623,8,8.682525614069105,9,546.8461931050973,3,2,59.40481329878603,2,1
4457,18.184910781223586,45.838933605738134,12,5.099403322449092,3,567.137632010747,5,4,81.53664349225363,4,0
4458,96.64027339480907,27.435082321378058,3,7.893023249261183,3,523.6553603204266,2,1,60.416656411162435,1,1
4459,74.64342682102709,21.4392967496978,6,4.595443066287191,7,579.384111779427,5,2,43.806939902337376,2,0
4460,93.36739422554898,40.7379851149812,10,7.208909978253998,5,521.7116371260246,3,1,68.84688451089522,1,1
4461,67.99715045124735,39.90015927287969,6,6.507287477753177,8,588.1429039451795,4,2,60.22190289558593,2,0
4462,57.08597177542793,48.889648958474076,10,4.817147511249346,2,593.2487338993825,3,3,60.16271175323661,3,1
4463,8.914234083284322,32.99836979886401,12,1.206362232477188,8,542.221651669606,1,3,74.57266705209696,3,1
4464,30.877734922254266,46.14204806604209,11,3.5722848012322386,7,519.147762576046,2,4,72.8964207248361,4,0
4465,70.98210879379485,30.635651894382434,0,9.307862475742725,6,594.5412086705287,0,2,56.47330821219706,2,1
4466,70.60056367984157,23.987603467556887,1,1.2732116086947907,5,564.2597257300041,6,5,85.77049660737163,5,1
4467,62.3738163653663,33.140725908116124,4,2.9253904147049603,9,547.7195758715246,5,3,60.308925969100244,3,1
4468,6.0433372416828295,39.94618906368402,7,8.962651591751307,9,558.3846279191777,2,0,34.077323921501815,0,1
4469,18.662170985721122,38.49705515392307,0,8.345160315502897,9,517.3065332891824,4,1,48.690976033181116,1,0
4470,93.18685463533465,44.219585696230084,3,9.828334497900212,7,513.0779506221764,2,5,35.897945981475836,5,1
4471,29.21764560871897,42.70250622231239,0,4.592474703655586,8,505.678217093338,2,0,75.6077518335671,0,1
4472,81.31945689181454,46.396281851422295,6,2.3349558394180048,0,527.5722503922392,6,4,56.64672751270534,4,0
4473,45.58626881300695,34.6915315119564,3,7.942103899221831,5,594.9093871198994,4,0,68.43094235389555,0,1
4474,61.51337325403043,43.25129936800319,9,4.1267909439805015,5,545.7263636674282,2,3,51.5053842813702,3,0
4475,13.244675765567619,33.29599369316592,6,9.05659208229412,8,599.2787203136711,1,5,40.00406836357616,5,0
4476,1.1541048743426394,38.00028126822933,2,1.2037227157425696,4,503.27487268753487,2,0,80.5345638982867,0,0
4477,44.77659587641212,29.839657700831324,2,5.5247818804583115,8,596.5939959664141,5,4,36.07858593978699,4,0
4478,10.928163905608793,35.990820929686215,1,2.6548525414884034,5,551.2118642692743,0,1,49.928291365616914,1,1
4479,89.9919121141414,28.105786158070927,6,5.05805642695973,4,508.3754283819868,1,4,86.81426715700118,4,0
4480,11.954359626379558,29.835801742457562,1,1.9236571192808496,6,599.2104480622444,6,2,32.126004218859684,2,1
4481,82.48213450734457,49.171641095475486,11,1.6503391239914191,6,506.35296102032225,1,4,47.62540275539208,4,1
4482,90.64793681690614,21.059288621384933,12,7.923029096983411,1,586.9198146792169,0,1,64.62420963204787,1,1
4483,1.1245116721112094,22.360399249475904,5,2.9091491582862985,5,550.1405403083692,6,1,73.67512551705008,1,0
4484,39.90051207689644,46.658408994758716,10,8.5718672630529,1,567.6785141142416,0,3,52.79360623473768,3,0
4485,46.38039348734776,35.63744207217453,5,4.918955469583153,1,511.88333069835363,2,4,72.48827834278762,4,0
4486,58.25205134406235,47.78112240879137,11,6.897232976991885,2,591.2864197934787,3,5,62.987314446969094,5,0
4487,25.43402088528949,43.22724808539604,10,9.261167851385002,0,574.0007857947559,3,0,37.83827031901856,0,1
4488,89.0445459407925,42.50540258274988,10,7.579591005505142,1,542.093368683085,6,2,32.725685580672526,2,1
4489,52.072989477550536,29.728513833375146,9,3.5280794515690115,0,544.6409855813195,1,0,81.7508421202877,0,1
4490,35.16045639768213,49.3501521213248,7,1.8043974933982838,5,561.4106151719978,5,4,52.0526261231781,4,0
4491,1.4851156132549046,21.326230340822175,8,4.86259541680452,6,596.0566302524128,5,4,59.73151737923595,4,0
4492,27.001593377033107,28.060820570095096,10,7.259639726044908,4,554.6310072753278,0,5,49.5253695197965,5,0
4493,6.864688126393537,46.494926714325814,3,9.930593208508967,5,571.7971849891311,1,1,56.78272257162054,1,1
4494,7.635995268455575,39.09994962001744,9,8.387521053279249,2,532.5429625734148,4,0,87.33093074586128,0,0
4495,20.49575904791441,28.519669456748517,9,2.8467983350613073,8,504.0047027079826,6,0,64.5546894952986,0,1
4496,62.38817497132228,48.42347813501917,6,8.00099172692372,4,532.6263647884446,0,0,45.84868834677795,0,0
4497,41.33705727938667,42.2713594912757,4,6.280257047225468,8,563.6329852027488,5,1,62.49742459037204,1,0
4498,84.6085070659402,42.540280560479886,12,1.7509662563231343,2,577.3782780458082,3,4,70.69937861334554,4,1
4499,41.08315935185614,20.469585848932656,12,6.62278488320446,5,553.2310694350599,2,3,57.1233366814132,3,1
4500,22.153138829877115,31.501514728715975,4,5.6671032010256575,0,551.3693577040754,2,0,77.63958809784064,0,1
4501,44.3542039696133,46.89645865804375,6,3.2739071837527796,9,529.3627769236082,6,5,48.05471502847084,5,0
4502,87.12833124882118,20.3743666588779,8,3.8165775554033035,1,541.0835576617172,6,4,67.0993675546745,4,0
4503,5.510623006382097,34.706943922922974,0,1.7639627800306645,3,503.1101432811565,0,1,48.08977992050331,1,1
4504,51.921543911361276,28.257655443345605,5,2.423986649340054,2,530.8544213104118,0,5,64.04005609821797,5,1
4505,44.63473692448681,36.88032290351081,0,3.39638042153308,3,555.6312116601381,4,2,39.52209679109157,2,0
4506,37.001486267825065,43.83243720256472,6,7.131860876217032,6,506.6185816378773,2,4,85.19816764941277,4,0
